Ben Wienburg	RUG Delver	2012-12-16	Los Angeles	2nd	51615	Invitational	Legacy
Matt Nass	BUG Midrange	2012-12-16	Los Angeles	3rd	51682	Invitational	Legacy
Jonathan Job	U/W Miracles	2012-12-16	Los Angeles	4th	51684	Invitational	Legacy
Nicholas Spagnolo	Four-Color Midrange	2012-12-16	Los Angeles	5th	51628	Invitational	Legacy
Todd Anderson	Shardless BUG	2012-12-16	Los Angeles	6th	51618	Invitational	Legacy
Leon Kornacki	Elves	2012-12-16	Los Angeles	7th	51649	Invitational	Legacy
Adam Prosak	Ad Nauseam	2012-12-16	Los Angeles	8th	51612	Invitational	Legacy
Matt Hoey	Esper Stoneblade	2012-12-16	Los Angeles	9th	51686	Invitational	Legacy
Cody Lingelbach	B/W/R Stoneblade	2012-12-16	Los Angeles	10th	51650	Invitational	Legacy
Vidianto Wijaya	BUG Midrange	2012-12-16	Los Angeles	11th	51648	Invitational	Legacy
David Thomas	Esper Stoneblade	2012-12-16	Los Angeles	12th	51630	Invitational	Legacy
Gerry Thompson	Shardless BUG	2012-12-16	Los Angeles	13th	51632	Invitational	Legacy
Brian Page	Sneak and Show	2012-12-16	Los Angeles	14th	51683	Invitational	Legacy
Troy Thompson	Omni-Tell	2012-12-16	Los Angeles	15th	51687	Invitational	Legacy
Samuel Friedman	Esper Stoneblade	2012-12-16	Los Angeles	16th	51652	Invitational	Legacy
Brian Braun-Duin	BUG	2012-12-16	Los Angeles	20th	51624	Invitational	Legacy
Lauren Nolen	Esper Stoneblade	2012-12-16	Los Angeles	21st	51617	Invitational	Legacy
Joe Knizacky	Esper Stoneblade	2012-12-16	Los Angeles	23rd	51647	Invitational	Legacy
Brian Kibler	Bant	2012-12-16	Los Angeles	25th	51636	Invitational	Legacy
Michael Bernat	High Tide	2012-12-16	Los Angeles	27th	51678	Invitational	Legacy
Drew Levin	The Epic Storm	2012-12-16	Los Angeles	28th	51614	Invitational	Legacy
Joe Bernal	4-Color Stoneblade	2012-12-16	Los Angeles	29th	51658	Invitational	Legacy
Dan Jordan	BUG	2012-12-16	Los Angeles	30th	51639	Invitational	Legacy
Brian Moss	Jund	2012-12-16	Los Angeles	33rd	51657	Invitational	Legacy
Eric Holmes	Esper Control	2012-12-16	Los Angeles	48th	51643	Invitational	Legacy
Drew Idoux	U/G Enchantress	2012-12-16	Los Angeles	57th	51676	Invitational	Legacy
Lewis Laskin	Esper Stoneblade	2012-12-16	Los Angeles	62nd	51638	Invitational	Legacy
Thomas Johnson	RUG Delver	2012-12-16	Los Angeles	67th	51641	Invitational	Legacy
Erik Carson	RUG Delver	2012-12-16	Los Angeles	70th	51644	Invitational	Legacy
Todd Anderson	RUG Delver	2012-09-23	Atlanta	1st	49558	Invitational	Legacy
Chi Hoi Yim	U/W Control	2012-09-23	Atlanta	2nd	49604	Invitational	Legacy
Milton Figueroa	Reanimator	2012-09-23	Atlanta	3rd	49608	Invitational	Legacy
Ben Friedman	Esper Stoneblade	2012-09-23	Atlanta	4th	49566	Invitational	Legacy
Anthony Eason	Goblins	2012-09-23	Atlanta	5th	49606	Invitational	Legacy
Shaheen Soorani	Esper Stoneblade	2012-09-23	Atlanta	6th	49633	Invitational	Legacy
David Thomas	Dredge	2012-09-23	Atlanta	7th	49607	Invitational	Legacy
Ali Aintrazi	Burn	2012-09-23	Atlanta	8th	49536	Invitational	Legacy
Sam Black	Zombies	2012-09-23	Atlanta	9th	49551	Invitational	Legacy
Ben Lundquist	Merfolk	2012-09-23	Atlanta	10th	49631	Invitational	Legacy
Cedric Phillips	Goblins	2012-09-23	Atlanta	11th	49533	Invitational	Legacy
Brian Eason	Esper Stoneblade	2012-09-23	Atlanta	12th	49628	Invitational	Legacy
Phillip Lorren	U/W Control	2012-09-23	Atlanta	13th	49630	Invitational	Legacy
Nick Veccie	Maverick	2012-09-23	Atlanta	14th	49637	Invitational	Legacy
Micheal Rooks	U/B Aggro	2012-09-23	Atlanta	15th	49632	Invitational	Legacy
AJ Sacher	U/B Control	2012-09-23	Atlanta	16th	49605	Invitational	Legacy
Brian Braun-Duin	Esper Stoneblade	2012-09-23	Atlanta	17th	49550	Invitational	Legacy
Kenneth Joa	Bant	2012-09-23	Atlanta	18th	49660	Invitational	Legacy
Gerry Thompson	Death's Shadow	2012-09-23	Atlanta	22nd	49534	Invitational	Legacy
Ryan Overturf	RUG Delver	2012-09-23	Atlanta	27th	49661	Invitational	Legacy
Michael Hetrick	U/W/R Miracles	2012-09-23	Atlanta	28th	49559	Invitational	Legacy
Matthew Costa	RUG Delver	2012-09-23	Atlanta	29th	49540	Invitational	Legacy
Joe Bernal	U/W Miracles	2012-09-23	Atlanta	30th	49554	Invitational	Legacy
Adam Prosak	U/W Miracles	2012-09-23	Atlanta	33rd	49545	Invitational	Legacy
Nicholas Spagnolo	U/W Miracles	2012-09-23	Atlanta	34th	49537	Invitational	Legacy
Alex Binek	U/W Miracles	2012-09-23	Atlanta	57th	49553	Invitational	Legacy
Dan Jordan	U/W Miracles	2012-09-23	Atlanta	59th	49556	Invitational	Legacy
Gerard Fabiano	BUG Delver	2012-09-23	Atlanta	64th	49567	Invitational	Legacy
Matt Hoey	Esper Stoneblade	2012-09-23	Atlanta	65th	49557	Invitational	Legacy
Lewis Laskin	Junk	2012-09-23	Atlanta	67th	49552	Invitational	Legacy
Phimus Pan	U/G Infect	2012-09-23	Atlanta	72nd	49603	Invitational	Legacy
Lauren Nolen	RUG Delver	2012-09-23	Atlanta	101st	49548	Invitational	Legacy
Christian Calcano	RUG Delver	2012-09-23	Atlanta	111st	49547	Invitational	Legacy
Max Tietze	Goblins	2012-09-23	Atlanta	113rd	49535	Invitational	Legacy
Pat Cox	Maverick	2012-09-23	Atlanta	114th	49539	Invitational	Legacy
Chris Andersen	U/W/R Miracles	2012-09-23	Atlanta	115th	49560	Invitational	Legacy
Brad Nelson	RUG Delver	2012-09-23	Atlanta	116th	49549	Invitational	Legacy
Tony Chu	U/W/R Miracles	2012-09-23	Atlanta	122nd	49565	Invitational	Legacy
Caleb Durward	Bant	2012-09-23	Atlanta	126th	49562	Invitational	Legacy
Patrick Sullivan	Burn	2012-09-23	Atlanta	136th	49538	Invitational	Legacy
Josh Cho	Death's Shadow	2012-09-23	Atlanta	153rd	49543	Invitational	Legacy
Charles Gindy	U/W/R Miracles	2012-09-23	Atlanta	154th	49563	Invitational	Legacy
Ben Hayes	U/W/R Miracles	2012-09-23	Atlanta	180th	49561	Invitational	Legacy
Reid Duke	U/W Miracles	2012-09-23	Atlanta	181st	49564	Invitational	Legacy
Michael Jacob	Hypergenesis	2012-09-23	Atlanta	186th	49541	Invitational	Legacy
David Sharfman	U/W/R Miracles	2012-09-23	Atlanta	187th	49544	Invitational	Legacy
Orrin Beasley	Maverick	2012-09-23	Atlanta	193rd	49555	Invitational	Legacy
John Penick	U/W/R Miracles	2012-09-23	Atlanta	202nd	49546	Invitational	Legacy
Lauren Nolen	RUG Delver	2012-06-17	Indianapolis	1st	47010	Invitational	Legacy
Michael Hetrick	U/W Stoneblade	2012-06-17	Indianapolis	2nd	46989	Invitational	Legacy
Gerry Thompson	Reanimator	2012-06-17	Indianapolis	3rd	46969	Invitational	Legacy
Ronnie Ritner	U/W Control	2012-06-17	Indianapolis	4th	46999	Invitational	Legacy
Shaheen Soorani	Esper Stoneblade	2012-06-17	Indianapolis	5th	46982	Invitational	Legacy
Adam Boyd	Merfolk	2012-06-17	Indianapolis	6th	47025	Invitational	Legacy
Max Tietze	Reanimator	2012-06-17	Indianapolis	7th	47007	Invitational	Legacy
Brian Braun-Duin	Esper Stoneblade	2012-06-17	Indianapolis	8th	46988	Invitational	Legacy
Joseph Urbanski	RUG Delver	2012-06-17	Indianapolis	9th	47022	Invitational	Legacy
Eli Kassis	Sneak and Show	2012-06-17	Indianapolis	10th	46993	Invitational	Legacy
Ali Aintrazi	RUG Delver	2012-06-17	Indianapolis	11th	46997	Invitational	Legacy
Michael Jacob	Sneak and Show	2012-06-17	Indianapolis	12th	46984	Invitational	Legacy
David Bauer	Maverick	2012-06-17	Indianapolis	13th	47016	Invitational	Legacy
Dustin Taylor	RUG Delver	2012-06-17	Indianapolis	14th	47020	Invitational	Legacy
Matt Costa	BUG Control	2012-06-17	Indianapolis	15th	46966	Invitational	Legacy
AJ Sacher	U/R Delver	2012-06-17	Indianapolis	16th	47019	Invitational	Legacy
David Sharfman	U/W Stoneblade	2012-06-17	Indianapolis	18th	46994	Invitational	Legacy
David Thomas	RUG Delver	2012-06-17	Indianapolis	19th	46968	Invitational	Legacy
Todd Anderson	Reanimator	2012-06-17	Indianapolis	21st	46986	Invitational	Legacy
Sam Black	Zombies	2012-06-17	Indianapolis	22nd	46987	Invitational	Legacy
Jim Davis	Goblins	2012-06-17	Indianapolis	23rd	46998	Invitational	Legacy
David Teeter	Esper Stoneblade	2012-06-17	Indianapolis	30th	47190	Invitational	Legacy
Adam Prosak	Dredge	2012-06-17	Indianapolis	32nd	46977	Invitational	Legacy
Orrin Beasley	Maverick	2012-06-17	Indianapolis	37th	47189	Invitational	Legacy
Chris Andersen	Dredge	2012-06-17	Indianapolis	38th	46996	Invitational	Legacy
Drew Levin	Reanimator	2012-06-17	Indianapolis	41st	46972	Invitational	Legacy
Christian Valenti	Merfolk	2012-06-17	Indianapolis	43rd	46981	Invitational	Legacy
Nick Spagnolo	BUG Control	2012-06-17	Indianapolis	44th	46980	Invitational	Legacy
Craig Wescoe	U/W Fish	2012-06-17	Indianapolis	62nd	46978	Invitational	Legacy
Andrew Shrout	U/R Delver	2012-06-17	Indianapolis	75th	46995	Invitational	Legacy
Kenny Castor	Reanimator	2012-06-17	Indianapolis	86th	46992	Invitational	Legacy
Pat Cox	Maverick	2012-06-17	Indianapolis	90th	46965	Invitational	Legacy
Brad Nelson	Reanimator	2012-06-17	Indianapolis	96th	46970	Invitational	Legacy
Caleb Durward	Grixis Delver	2012-06-17	Indianapolis	103rd	46985	Invitational	Legacy
David McDarby	Grixis Delver	2012-06-17	Indianapolis	105th	46973	Invitational	Legacy
Cedric Phillips	Merfolk	2012-06-17	Indianapolis	110th	46976	Invitational	Legacy
Joey Mispagel	Reanimator	2012-06-17	Indianapolis	119th	46974	Invitational	Legacy
Logan Mize	U/B Delver	2012-06-17	Indianapolis	149th	46975	Invitational	Legacy
Josh Cho	Mono-Blue Delver	2012-06-17	Indianapolis	174th	46990	Invitational	Legacy
Eric Rill	RUG Delver	2012-06-17	Indianapolis	197th	46979	Invitational	Legacy
Reid Duke	Reanimator	2012-06-17	Indianapolis	203rd	46983	Invitational	Legacy
Ari Lax	4-Color Storm	2012-06-17	Indianapolis	227th	46971	Invitational	Legacy
Max Tietze	Punishing Maverick	2012-03-25	Baltimore	1st	45062	Invitational	Legacy
Nicholas Spagnolo	BUG Control	2012-03-25	Baltimore	2nd	45057	Invitational	Legacy
Shaheen Soorani	Esper Stoneblade	2012-03-25	Baltimore	3rd	45061	Invitational	Legacy
Javier Arevalo	BUG Delver	2012-03-25	Baltimore	4th	45058	Invitational	Legacy
Ben Friedman	Esper Stoneblade	2012-03-25	Baltimore	5th	45056	Invitational	Legacy
Drew Levin	RUG Delver	2012-03-25	Baltimore	6th	45048	Invitational	Legacy
Caleb Durward	RUG Delver	2012-03-25	Baltimore	7th	45059	Invitational	Legacy
Joshua Ravitz	Esper Stoneblade	2012-03-25	Baltimore	8th	45060	Invitational	Legacy
Brad Nelson	RUG Delver	2012-03-25	Baltimore	9th	45047	Invitational	Legacy
Brian Kibler	Maverick	2012-03-25	Baltimore	10th	45049	Invitational	Legacy
Phillip Fortner	Welder MUD	2012-03-25	Baltimore	11th	45050	Invitational	Legacy
Benjamin Isgur	Esper Stoneblade	2012-03-25	Baltimore	12th	45051	Invitational	Legacy
Sam Black	Esper Stoneblade	2012-03-25	Baltimore	13th	45052	Invitational	Legacy
Alex Majlaton	Maverick	2012-03-25	Baltimore	14th	45053	Invitational	Legacy
Gerard Fabiano	W/B/R Stoneblade	2012-03-25	Baltimore	15th	45054	Invitational	Legacy
Ross Merriam	Maverick	2012-03-25	Baltimore	16th	45055	Invitational	Legacy
Joshua Cho	RUG Tempo	2012-03-25	Baltimore	23rd	45428	Invitational	Legacy
Dan Jordan	Maverick	2012-03-25	Baltimore	27th	45079	Invitational	Legacy
Michael Jacob	Esper Stoneblade	2012-03-25	Baltimore	40th	45080	Invitational	Legacy
Larry Swasey	Hive Mind	2012-03-25	Baltimore	69th	45309	Invitational	Legacy
Mike Flores	Innovator Breakfast	2012-03-25	Baltimore	83rd	45257	Invitational	Legacy
Alex Bertoncini	Bant Stoneblade	2011-12-11	Charlotte	1st	42685	Invitational	Legacy
Adam Prosak	U/R Delver	2011-12-11	Charlotte	2nd	42693	Invitational	Legacy
Reid Duke	Pox	2011-12-11	Charlotte	3rd	42691	Invitational	Legacy
Kristopher Hackelman	Dredge	2011-12-11	Charlotte	4th	42690	Invitational	Legacy
Caleb Durward	Nic Fit	2011-12-11	Charlotte	5th	42692	Invitational	Legacy
David Bauer	RUG Tempo	2011-12-11	Charlotte	6th	42694	Invitational	Legacy
Gerry Thompson	Punishing Maverick	2011-12-11	Charlotte	7th	42681	Invitational	Legacy
Ben Friedman	U/W Stoneblade	2011-12-11	Charlotte	8th	42687	Invitational	Legacy
Ryan Overturf	RUG Tempo	2011-12-11	Charlotte	18th	45461	Invitational	Legacy
Pat Cox	Zoo	2011-06-05	Indianapolis	1st	38846	Invitational	Legacy
Jim Davis	Goblins	2011-06-05	Indianapolis	2nd	38847	Invitational	Legacy
Edgar Flores	Esper Stoneblade	2011-06-05	Indianapolis	3rd	38848	Invitational	Legacy
Michael Jacob	NO RUG	2011-06-05	Indianapolis	4th	38849	Invitational	Legacy
Dan Jordan	Merfolk	2011-06-05	Indianapolis	5th	38850	Invitational	Legacy
Joe Bernal	B/W Stoneblade	2011-06-05	Indianapolis	6th	38851	Invitational	Legacy
Ben Hayes	U/W Control	2011-06-05	Indianapolis	7th	38852	Invitational	Legacy
Patrick Sullivan	Zoo	2011-06-05	Indianapolis	8th	38853	Invitational	Legacy
Jon Agley	NO RUG	2011-06-05	Indianapolis	27th	38895	Invitational	Legacy
Brian Braun-Duin	Jeskai Stoneblade	2014-11-15	Edison	1st	76124	Grand Prix	Legacy
Tom Ross	Infect	2014-11-15	Edison	2nd	76142	Grand Prix	Legacy
Royce Walter	Storm	2014-11-15	Edison	3rd	76141	Grand Prix	Legacy
Philipp Schonegger	Miracles	2014-11-15	Edison	4th	76140	Grand Prix	Legacy
Phillip Braverman	Miracles	2014-11-15	Edison	5th	76145	Grand Prix	Legacy
Dan Jordan	U/R Delver	2014-11-15	Edison	6th	76132	Grand Prix	Legacy
Joseph Santomassino	Metalworker	2014-11-15	Edison	7th	76112	Grand Prix	Legacy
Lam Phan	U/R Landstill	2014-11-15	Edison	8th	76116	Grand Prix	Legacy
Akash Naidu	Omni-Tell	2014-11-15	Edison	9th	76143	Grand Prix	Legacy
Bob Huang	Jeskai Delver	2014-11-15	Edison	10th	76128	Grand Prix	Legacy
Tomas Vlcek	Miracles	2014-11-15	Edison	11th	76134	Grand Prix	Legacy
Ross Merriam	Elves	2014-11-15	Edison	12th	76130	Grand Prix	Legacy
Jonathan Anghelescu	Sneak and Show	2014-11-15	Edison	13th	76127	Grand Prix	Legacy
Eli Kassis	Grixis Control	2014-11-15	Edison	14th	76144	Grand Prix	Legacy
Jarvis Yu	Jeskai Stoneblade	2014-11-15	Edison	15th	76138	Grand Prix	Legacy
Noah Cohen	Sultai Delver	2014-11-15	Edison	16th	76131	Grand Prix	Legacy
Justin Bundens	Lands	2014-11-15	Edison	17th	76123	Grand Prix	Legacy
Dan Lanthier	Death and Taxes	2014-11-15	Edison	18th	76136	Grand Prix	Legacy
Kyle Olson	Miracles	2014-11-15	Edison	20th	76137	Grand Prix	Legacy
James Pogue	U/R Delver	2014-11-15	Edison	28th	76114	Grand Prix	Legacy
Korey McDuffie	Jeskai Stoneblade	2014-11-15	Edison	30th	76117	Grand Prix	Legacy
Colin Enz	Death and Taxes	2014-11-15	Edison	32nd	76133	Grand Prix	Legacy
Jonathan Sukenik	Jeskai Delver	2014-11-15	Edison	33rd	76129	Grand Prix	Legacy
Garrett Willmot	Death and Taxes	2014-11-15	Edison	34th	76139	Grand Prix	Legacy
Denis Ulanov	U/R Delver	2014-11-15	Edison	38th	76119	Grand Prix	Legacy
Nick Hess	Miracles	2014-11-15	Edison	39th	76121	Grand Prix	Legacy
Maxime Cantin	Dredge	2014-11-15	Edison	63rd	76135	Grand Prix	Legacy
Arya Roohi	Jund	2014-11-15	Edison	66th	76113	Grand Prix	Legacy
Bert Phillips	Sultai Delver	2014-11-15	Edison	75th	76115	Grand Prix	Legacy
Michael Majors	Jeskai Stoneblade	2014-11-15	Edison	84th	76120	Grand Prix	Legacy
Samuel Friedman	Deathblade	2014-11-15	Edison	90th	76122	Grand Prix	Legacy
Crispin Allen	Lands	2014-11-15	Edison	98th	76126	Grand Prix	Legacy
Craig Wescoe	Death and Taxes	2014-11-15	Edison	177th	76118	Grand Prix	Legacy
Ralph Betesh	Temur Delver	2014-11-15	Edison	194th	76125	Grand Prix	Legacy
Oren Shoemaker	U/R Delver	2014-11-15	Edison	220th	76111	Grand Prix	Legacy
Jon Stern	Dark Maverick	2014-11-15	Edison	232nd	76109	Grand Prix	Legacy
Feline Longmore	Reset High Tide	2014-11-15	Edison	408th	76110	Grand Prix	Legacy
Zach Dobbin	Helmerator	2014-11-15	Edison	1112nd	76081	Grand Prix	Legacy
Javier Dominguez	BUG Delver	2014-02-16	Paris	1st	63534	Grand Prix	Legacy
Maxime Gilles	U/W/R Miracles	2014-02-16	Paris	2nd	63538	Grand Prix	Legacy
Loic Le Briand	Reanimator	2014-02-16	Paris	3rd	63535	Grand Prix	Legacy
Philipp Schonegger	U/W Miracles	2014-02-16	Paris	4th	63532	Grand Prix	Legacy
Jean-Mary Accart	Painted Stone	2014-02-16	Paris	5th	63533	Grand Prix	Legacy
Jose Manuel Fernandez Castello	BUG Delver	2014-02-16	Paris	6th	63536	Grand Prix	Legacy
Stefan Bottcher	Esper Deathblade	2014-02-16	Paris	7th	63537	Grand Prix	Legacy
Paulo Vitor Damo Da Rosa	U/W Miracles	2014-02-16	Paris	8th	63531	Grand Prix	Legacy
Daniel Gilligan	Esper Deathblade	2014-02-16	Paris	9th	63546	Grand Prix	Legacy
Sveinung Noding	Nic Fit	2014-02-16	Paris	10th	63545	Grand Prix	Legacy
Maciej Fidzinski	RUG Delver	2014-02-16	Paris	11th	63544	Grand Prix	Legacy
Hakim Mezhoud	Sneak and Show	2014-02-16	Paris	12th	63543	Grand Prix	Legacy
Steve Hatto	Sneak and Show	2014-02-16	Paris	13th	63542	Grand Prix	Legacy
Kasper Euser	Lands	2014-02-16	Paris	14th	63540	Grand Prix	Legacy
Goncalo Pinto	Sneak and Show	2014-02-16	Paris	15th	63541	Grand Prix	Legacy
Julian Felix Flury	Elves	2014-02-16	Paris	16th	63539	Grand Prix	Legacy
Owen Turtenwald	U/W/R Delver	2013-11-17	Washington	1st	60785	Grand Prix	Legacy
Jared Boettcher	Sneak and Show	2013-11-17	Washington	2nd	60783	Grand Prix	Legacy
Drew Tunison	Dredge	2013-11-17	Washington	3rd	60782	Grand Prix	Legacy
Sam Black	Bant	2013-11-17	Washington	4th	60788	Grand Prix	Legacy
Craig Wescoe	Death and Taxes	2013-11-17	Washington	5th	60781	Grand Prix	Legacy
Andrew Cuneo	Elves	2013-11-17	Washington	6th	60784	Grand Prix	Legacy
Ted McCluskie	Shardless BUG	2013-11-17	Washington	7th	60786	Grand Prix	Legacy
Deshaun Baylock	Esper Stoneblade	2013-11-17	Washington	8th	60787	Grand Prix	Legacy
Daniel Signorini	BUG Delver	2013-11-17	Washington	9th	60773	Grand Prix	Legacy
Daryl Ayers	RUG Delver	2013-11-17	Washington	10th	60774	Grand Prix	Legacy
Glenn Mcielwain	RUG Delver	2013-11-17	Washington	11th	60775	Grand Prix	Legacy
Michael Nyberg	Shardless BUG	2013-11-17	Washington	12th	60776	Grand Prix	Legacy
Rudy Briksza	Esper Deathblade	2013-11-17	Washington	13th	60777	Grand Prix	Legacy
Chas Hinkle	Sneak and Show	2013-11-17	Washington	14th	60778	Grand Prix	Legacy
Josh Ravitz	Esper Stoneblade	2013-11-17	Washington	15th	60779	Grand Prix	Legacy
Bob Huang	BUG Delver	2013-11-17	Washington	16th	60780	Grand Prix	Legacy
Todd Anderson	Esper Deathblade	2013-11-17	Washington	23rd	60797	Grand Prix	Legacy
Harry Corvese	Sneak and Show	2013-11-17	Washington	27th	61066	Grand Prix	Legacy
Chris VanMeter	U/B Tezzeret	2013-11-17	Washington	38th	60798	Grand Prix	Legacy
Ari Lax	The Epic Storm	2013-11-17	Washington	290th	60772	Grand Prix	Legacy
Brian Demars	Sneak and Show	2013-11-17	Washington	481st	60793	Grand Prix	Legacy
Thomas Enevoldsen	Death and Taxes	2013-04-14	Strasbourg	1st	58213	Grand Prix	Legacy
Jacob Wilson	RUG Delver	2013-04-14	Strasbourg	2nd	62407	Grand Prix	Legacy
Alexander Hayne	RUG Delver	2013-04-14	Strasbourg	3rd	62406	Grand Prix	Legacy
Harry Corvese	Shardless BUG	2013-04-14	Strasbourg	10th	63353	Grand Prix	Legacy
Carsten Kotter	Ad Nauseam Tendrils	2013-04-14	Strasbourg	300th	55167	Grand Prix	Legacy
Vidianto Wijaya	Esper Stoneblade	2013-01-06	Denver	1st	52166	Grand Prix	Legacy
Pat Cox	Jund	2013-01-06	Denver	2nd	52164	Grand Prix	Legacy
Ryan Pesch	RUG Delver	2013-01-06	Denver	3rd	52167	Grand Prix	Legacy
Josh Ravitz	Jund	2013-01-06	Denver	4th	52170	Grand Prix	Legacy
Matt Nass	Elves	2013-01-06	Denver	5th	52165	Grand Prix	Legacy
Daniel Signorini	BUG Delver	2013-01-06	Denver	6th	52168	Grand Prix	Legacy
Andrew Ohlschwager	U/W Miracles	2013-01-06	Denver	7th	52171	Grand Prix	Legacy
Donnie Peck	Esper Stoneblade	2013-01-06	Denver	8th	52169	Grand Prix	Legacy
Nick Carlson	Esper Stoneblade	2013-01-06	Denver	9th	52178	Grand Prix	Legacy
Ian Farnung	Esper Stoneblade	2013-01-06	Denver	10th	52173	Grand Prix	Legacy
Harry Corvese	Shardless BUG	2013-01-06	Denver	11th	52176	Grand Prix	Legacy
eric campusano	BUG Planeswalkers	2013-01-06	Denver	12th	52179	Grand Prix	Legacy
Tomoharu Saito	RUG Delver	2013-01-06	Denver	13th	52175	Grand Prix	Legacy
Timothy Froehlig	Dredge	2013-01-06	Denver	14th	52172	Grand Prix	Legacy
Brian Hawley	Bant	2013-01-06	Denver	15th	52174	Grand Prix	Legacy
Jacob Wilson	RUG Delver	2013-01-06	Denver	16th	52177	Grand Prix	Legacy
Ben Friedman	Esper Stoneblade	2013-01-06	Denver	30th	52405	Grand Prix	Legacy
Sam Black	B/W/R Zombies	2013-01-06	Denver	34th	52163	Grand Prix	Legacy
Gerry Thompson	Shardless BUG	2013-01-06	Denver	38th	52085	Grand Prix	Legacy
Brian Kibler	Four-Color Midrange	2013-01-06	Denver	116th	52194	Grand Prix	Legacy
Drew Levin	Schunemann Storm	2013-01-06	Denver	349th	52764	Grand Prix	Legacy
Timo Schünemann	Storm	2012-07-22	Ghent	1st	48113	Grand Prix	Legacy
Lukas Maurer	Combo Elves	2012-07-22	Ghent	2nd	48116	Grand Prix	Legacy
Emanuele Marcotti	Esper Stoneblade	2012-07-22	Ghent	3rd	48114	Grand Prix	Legacy
Elias Watsfeldt	Show and Tell	2012-07-22	Ghent	4th	48115	Grand Prix	Legacy
Max Sjöblom	U/W Control	2012-07-22	Ghent	5th	48117	Grand Prix	Legacy
Elias Klocker	Maverick	2012-07-22	Ghent	6th	48120	Grand Prix	Legacy
Andrea Milillo	U/W Control	2012-07-22	Ghent	7th	48119	Grand Prix	Legacy
Tristan Pölzl	Junk	2012-07-22	Ghent	8th	48118	Grand Prix	Legacy
Marc Eric Vogt	U/W Control	2012-07-22	Ghent	9th	48495	Grand Prix	Legacy
Marc Vogt	U/W Control	2012-07-22	Ghent	9th	48121	Grand Prix	Legacy
Frank Roelofs	Combo Elves	2012-07-22	Ghent	10th	48122	Grand Prix	Legacy
Matt Light	Maverick	2012-07-22	Ghent	11th	48123	Grand Prix	Legacy
Thomas Enevoldsen	Death and Taxes	2012-07-22	Ghent	12th	48124	Grand Prix	Legacy
Peter Floderus	RUG Delver	2012-07-22	Ghent	13th	48125	Grand Prix	Legacy
Pietro Calavetti	Hypergenesis	2012-07-22	Ghent	14th	48126	Grand Prix	Legacy
Colnet Lucien	Bant	2012-07-22	Ghent	15th	48127	Grand Prix	Legacy
Felix Munch	Lands	2012-07-22	Ghent	16th	48128	Grand Prix	Legacy
Daniel Ballestin	U/W Control	2012-07-22	Ghent	17th	48129	Grand Prix	Legacy
Tobias Dreger	Goblins	2012-07-22	Ghent	18th	48130	Grand Prix	Legacy
Matthijs Nijboer	Esper Stoneblade	2012-07-22	Ghent	19th	48131	Grand Prix	Legacy
Marek Vardzik	Belcher	2012-07-22	Ghent	20th	48132	Grand Prix	Legacy
Samuele Estratti	RUG Delver	2012-07-22	Ghent	21st	48133	Grand Prix	Legacy
Christoph Ohlrogge	Esper Stoneblade	2012-07-22	Ghent	22nd	48134	Grand Prix	Legacy
João Alveirinho	BUG Control	2012-07-22	Ghent	23rd	48135	Grand Prix	Legacy
Jonathan Alexander Kurz	RUG Delver	2012-07-22	Ghent	24th	48136	Grand Prix	Legacy
Pierre Sommen	Bant	2012-07-22	Ghent	25th	48137	Grand Prix	Legacy
Robert Dersch	Esper Stoneblade	2012-07-22	Ghent	26th	48138	Grand Prix	Legacy
Kristof Benaets	Maverick	2012-07-22	Ghent	27th	48139	Grand Prix	Legacy
Nuno Miranda	RUG Delver	2012-07-22	Ghent	28th	48140	Grand Prix	Legacy
Jonathan Jung	Metalworker	2012-07-22	Ghent	29th	48141	Grand Prix	Legacy
Urs Glaubitt	U/W Control	2012-07-22	Ghent	30th	48142	Grand Prix	Legacy
Robbert Menten	Maverick	2012-07-22	Ghent	31st	48143	Grand Prix	Legacy
Danny Ecker	RUG Delver	2012-07-22	Ghent	32nd	48144	Grand Prix	Legacy
Carsten Kotter	Esper Control	2012-07-22	Ghent	80th	48173	Grand Prix	Legacy
Simon Goertzen	Omniscience Combo	2012-07-22	Ghent	106th	48175	Grand Prix	Legacy
Simon Goertzen	Show and Tell	2012-07-22	Ghent	106th	48176	Grand Prix	Legacy
Gaudenis Vidugiris	RUG Delver	2012-07-01	Atlanta	1st	47548	Grand Prix	Legacy
Michael Majors	Esper Stoneblade	2012-07-01	Atlanta	2nd	47553	Grand Prix	Legacy
Daryl Ayers	RUG Delver	2012-07-01	Atlanta	3rd	47549	Grand Prix	Legacy
Fred Edelkamp	U/W Delver	2012-07-01	Atlanta	4th	47552	Grand Prix	Legacy
Ben Stark	Maverick	2012-07-01	Atlanta	5th	47546	Grand Prix	Legacy
J. Sawyer Lucy	Goblins	2012-07-01	Atlanta	6th	47551	Grand Prix	Legacy
Gerardo Fedon	Belcher	2012-07-01	Atlanta	7th	47550	Grand Prix	Legacy
Sam Black	B/R/W Zombies	2012-07-01	Atlanta	8th	47547	Grand Prix	Legacy
Jeremy Blair	Reanimator	2012-07-01	Atlanta	9th	47554	Grand Prix	Legacy
Owen Turtenwald	Reanimator	2012-07-01	Atlanta	10th	47555	Grand Prix	Legacy
Mary Jacobson	Zoo	2012-07-01	Atlanta	11th	47556	Grand Prix	Legacy
Ben Friedman	Esper Stoneblade	2012-07-01	Atlanta	12th	47557	Grand Prix	Legacy
