Marc Konig	Death And Taxes	2014-11-23	Richmond	1st	76626	Legacy Open	Legacy
Joe Lossett	Miracles	2014-11-23	Richmond	2nd	76635	Legacy Open	Legacy
William Parshall	U/R Delver	2014-11-23	Richmond	3rd	76636	Legacy Open	Legacy
Ben Friedman	Jeskai Stoneblade	2014-11-23	Richmond	4th	76631	Legacy Open	Legacy
Tomas Vlcek	Miracles	2014-11-23	Richmond	5th	76642	Legacy Open	Legacy
Ryan Macedo	Infect	2014-11-23	Richmond	6th	76630	Legacy Open	Legacy
Fred Edelkamp	Jeskai Stoneblade	2014-11-23	Richmond	7th	76625	Legacy Open	Legacy
David Long	Lands	2014-11-23	Richmond	8th	76652	Legacy Open	Legacy
Shawn French	Miracles	2014-11-23	Richmond	9th	76633	Legacy Open	Legacy
Philipp Schonegger	Miracles	2014-11-23	Richmond	10th	76629	Legacy Open	Legacy
Julian Knab	Elves	2014-11-23	Richmond	11th	76645	Legacy Open	Legacy
Damon Howell	Sultai Delver	2014-11-23	Richmond	12th	76653	Legacy Open	Legacy
Scott Waldron	Storm	2014-11-23	Richmond	13th	76650	Legacy Open	Legacy
Dylan Donegan	Jeskai Delver	2014-11-23	Richmond	14th	76647	Legacy Open	Legacy
Michael Kinney	Dredge	2014-11-23	Richmond	15th	76656	Legacy Open	Legacy
Michael Braverman	Jeskai Stoneblade	2014-11-23	Richmond	16th	76655	Legacy Open	Legacy
Tan Le	U/R Delver	2014-11-23	Richmond	17th	76632	Legacy Open	Legacy
Eric Rill	Ad Nauseam Tendrils	2014-11-23	Richmond	18th	76624	Legacy Open	Legacy
Kevin King	Grixis Delver	2014-11-23	Richmond	24th	76634	Legacy Open	Legacy
Nathan Moneymaker	Reanimator	2014-11-23	Richmond	26th	76627	Legacy Open	Legacy
Jarvis Yu	Lands	2014-11-23	Richmond	28th	76646	Legacy Open	Legacy
Nate Chestnut	Burn	2014-11-23	Richmond	30th	76651	Legacy Open	Legacy
Matthew Reichley	Punishing Jund	2014-11-23	Richmond	34th	76649	Legacy Open	Legacy
Drew Levin	Storm	2014-11-23	Richmond	41st	76643	Legacy Open	Legacy
Rob Long	Jeskai Stoneblade	2014-11-23	Richmond	65th	76648	Legacy Open	Legacy
Rudy Briksza	Jeskai Stoneblade	2014-11-09	Columbus	1st	76010	Legacy Open	Legacy
Kazu Negri	Elves	2014-11-09	Columbus	2nd	76019	Legacy Open	Legacy
Brandon Hulings	U/R Delver	2014-11-09	Columbus	3rd	76011	Legacy Open	Legacy
Jared Rice	U/R Delver	2014-11-09	Columbus	4th	76004	Legacy Open	Legacy
Brad Nelson	Sneak and Show	2014-11-09	Columbus	5th	76009	Legacy Open	Legacy
Marshall Arthurs	Mono-Red Moggcatcher	2014-11-09	Columbus	6th	76012	Legacy Open	Legacy
Jack Fogle	Miracles	2014-11-09	Columbus	7th	76021	Legacy Open	Legacy
Erik Carson	U/R Delver	2014-11-09	Columbus	8th	76029	Legacy Open	Legacy
Brendan McGrail	Sultai Delver	2014-11-09	Columbus	9th	76028	Legacy Open	Legacy
Eric Rill	U/W Stoneblade	2014-11-09	Columbus	10th	76017	Legacy Open	Legacy
Chris Cothren	U/R Delver	2014-11-09	Columbus	11th	76027	Legacy Open	Legacy
Blake Kettle	Death and Taxes	2014-11-09	Columbus	12th	76026	Legacy Open	Legacy
Cary Austin	Mono-Black Pox	2014-11-09	Columbus	13th	76023	Legacy Open	Legacy
Nick Moran	U/R Delver	2014-11-09	Columbus	14th	76025	Legacy Open	Legacy
Benjamin Ball	Ad Nauseam Tendrils	2014-11-09	Columbus	15th	76032	Legacy Open	Legacy
Hugo Rodrigues	U/R Delver	2014-11-09	Columbus	16th	76031	Legacy Open	Legacy
Tom Ross	U/G Infect	2014-11-09	Columbus	19th	76070	Legacy Open	Legacy
Joseph Moreno	Dredge	2014-11-02	Oakland	1st	75647	Legacy Open	Legacy
Jimmy Dela Cruz	Sultai Delver	2014-11-02	Oakland	2nd	75641	Legacy Open	Legacy
Randolph Gille	Ad Nauseam Tendrils	2014-11-02	Oakland	3rd	75629	Legacy Open	Legacy
Glenn Jones	U/R Delver	2014-11-02	Oakland	4th	75636	Legacy Open	Legacy
Joe Lossett	Miracles	2014-11-02	Oakland	5th	75658	Legacy Open	Legacy
Richard Liu	Goblins	2014-11-02	Oakland	6th	75631	Legacy Open	Legacy
Jonathan Betts	Sneak And Show	2014-11-02	Oakland	7th	75630	Legacy Open	Legacy
Zack Wong	Lands	2014-11-02	Oakland	8th	75670	Legacy Open	Legacy
Dylan Fox	U/G Cloudpost	2014-11-02	Oakland	9th	75668	Legacy Open	Legacy
Alexander Shearer	Dredge	2014-11-02	Oakland	10th	75649	Legacy Open	Legacy
Andrew Murch	Dredge	2014-11-02	Oakland	11th	75663	Legacy Open	Legacy
Kevin Soloway	Grixis Delver	2014-11-02	Oakland	12th	75667	Legacy Open	Legacy
Eugene Koo	Temur Delver	2014-11-02	Oakland	13th	75674	Legacy Open	Legacy
Patrick Holder	Bant	2014-11-02	Oakland	14th	75655	Legacy Open	Legacy
Max Martinez	Tin Fins	2014-11-02	Oakland	15th	75646	Legacy Open	Legacy
Ian Anderson	Elves	2014-11-02	Oakland	16th	75669	Legacy Open	Legacy
Andrew Yin	Maverick	2014-11-02	Oakland	19th	75644	Legacy Open	Legacy
Cliff Cohu	Nic-Fit	2014-11-02	Oakland	33rd	75666	Legacy Open	Legacy
Anthony Leen	Jeskai Delver	2014-10-26	Minneapolis	1st	75197	Legacy Open	Legacy
Darrel E Feltner	Miracles	2014-10-26	Minneapolis	2nd	75183	Legacy Open	Legacy
Nikolas Leaf	Lands	2014-10-26	Minneapolis	3rd	75185	Legacy Open	Legacy
Blake Patraw	Slivers	2014-10-26	Minneapolis	4th	75182	Legacy Open	Legacy
Jesse Olson	U/R Painter	2014-10-26	Minneapolis	5th	75189	Legacy Open	Legacy
Jake Xu	Storm	2014-10-26	Minneapolis	6th	75175	Legacy Open	Legacy
Craig Spitzer	Reanimator	2014-10-26	Minneapolis	7th	75176	Legacy Open	Legacy
Michael Horn	U/R Delver	2014-10-26	Minneapolis	8th	75184	Legacy Open	Legacy
Joey Hayes	Jeskai Delver	2014-10-26	Minneapolis	9th	75198	Legacy Open	Legacy
Jon Hepola	Dredge	2014-10-26	Minneapolis	10th	75187	Legacy Open	Legacy
Connor Murphy	Omni-Tell	2014-10-26	Minneapolis	11th	75195	Legacy Open	Legacy
Ryan Warner	U/W Counterbalance	2014-10-26	Minneapolis	12th	75199	Legacy Open	Legacy
John Bagley	Mono-Red Moggcatcher	2014-10-26	Minneapolis	13th	75193	Legacy Open	Legacy
Jason Schousboe	U/R Delver	2014-10-26	Minneapolis	14th	75200	Legacy Open	Legacy
Daniel Rude	Imperial Painter	2014-10-26	Minneapolis	15th	75202	Legacy Open	Legacy
Joe Cady	Shardless Sultai	2014-10-26	Minneapolis	16th	75204	Legacy Open	Legacy
Brad Nelson	Sneak And Show	2014-10-26	Minneapolis	17th	75203	Legacy Open	Legacy
Scott Reiser	U/R Delver	2014-10-26	Minneapolis	19th	75201	Legacy Open	Legacy
Joseph Mutschler	Soldiers	2014-10-26	Minneapolis	115th	75172	Legacy Open	Legacy
Ben Glancy	Esper Deathblade	2014-10-19	Worcester	1st	74766	Legacy Open	Legacy
Nicholas Malatesta	Elves	2014-10-19	Worcester	2nd	74778	Legacy Open	Legacy
Alex Bertoncini	U/R Delver	2014-10-19	Worcester	3rd	74767	Legacy Open	Legacy
Joan Anton Mateo	Temur Delver	2014-10-19	Worcester	4th	74774	Legacy Open	Legacy
Noah Walker	Grixis Delver	2014-10-19	Worcester	5th	74773	Legacy Open	Legacy
Jonathan Morawski	Elves	2014-10-19	Worcester	6th	74777	Legacy Open	Legacy
Steven Hicks	U/R Delver	2014-10-19	Worcester	7th	74764	Legacy Open	Legacy
Christopher Stitson	Miracles	2014-10-19	Worcester	8th	74779	Legacy Open	Legacy
Jim Davis	Burn	2014-10-19	Worcester	9th	74784	Legacy Open	Legacy
Will Setzer	Reanimator	2014-10-19	Worcester	10th	74785	Legacy Open	Legacy
Bob Huang	Sultai Delver	2014-10-19	Worcester	11th	74786	Legacy Open	Legacy
Will Holland	Reanimator	2014-10-19	Worcester	12th	74787	Legacy Open	Legacy
William Moore	U/R Delver	2014-10-19	Worcester	13th	74783	Legacy Open	Legacy
Jonathan Jolin	Elves	2014-10-19	Worcester	14th	74791	Legacy Open	Legacy
Nick Wilbur	Reanimator	2014-10-19	Worcester	15th	74772	Legacy Open	Legacy
Dan Jessup	Elves	2014-10-19	Worcester	16th	74789	Legacy Open	Legacy
Bobby Colegrove	Elves	2014-09-28	Indianapolis	1st	73445	Legacy Open	Legacy
Jon Johnson	Elves	2014-09-28	Indianapolis	2nd	73439	Legacy Open	Legacy
Riley Curran	Elves	2014-09-28	Indianapolis	3rd	73415	Legacy Open	Legacy
Sam Thompson	Elves	2014-09-28	Indianapolis	4th	73448	Legacy Open	Legacy
Thomas Herzog	Maverick	2014-09-28	Indianapolis	5th	73441	Legacy Open	Legacy
Robert Cucunato	Reanimator	2014-09-28	Indianapolis	6th	73444	Legacy Open	Legacy
Gus Schade	Sneak And Show	2014-09-28	Indianapolis	7th	73450	Legacy Open	Legacy
Mike Belfatto	Abzan Depths	2014-09-28	Indianapolis	8th	73736	Legacy Open	Legacy
Christopher Walton	U/W/R Miracles	2014-09-28	Indianapolis	9th	73904	Legacy Open	Legacy
Darrel Feltner	U/W/R Miracles	2014-09-28	Indianapolis	10th	73905	Legacy Open	Legacy
Brenna Ivey	Death and Taxes	2014-09-28	Indianapolis	11th	73890	Legacy Open	Legacy
Aaron Brown	Miracles	2014-09-28	Indianapolis	12th	73889	Legacy Open	Legacy
Nick Lore	Jeskai Delver	2014-09-28	Indianapolis	13th	73891	Legacy Open	Legacy
Matt Hoey	Temur Delver	2014-09-28	Indianapolis	14th	73888	Legacy Open	Legacy
Colin Logan	Death and Taxes	2014-09-28	Indianapolis	15th	73892	Legacy Open	Legacy
Al Kanabell	Esper Stoneblade	2014-09-28	Indianapolis	16th	73887	Legacy Open	Legacy
Bob Huang	U/R Delver	2014-09-28	Edison	1st	73431	Legacy Open	Legacy
Jake Muldowsky	Reanimator	2014-09-28	Edison	2nd	73438	Legacy Open	Legacy
Juha Tolvanen	Manaless Dredge	2014-09-28	Edison	3rd	73416	Legacy Open	Legacy
Steve Guillerm	Miracles	2014-09-28	Edison	4th	73463	Legacy Open	Legacy
Stephen Mann	Sultai Delver	2014-09-28	Edison	5th	73428	Legacy Open	Legacy
Gerard Fabiano	Sultai Delver	2014-09-28	Edison	6th	73427	Legacy Open	Legacy
Damon Whitby	Dredge	2014-09-28	Edison	7th	73434	Legacy Open	Legacy
George Magou	Sneak and Show	2014-09-28	Edison	8th	73429	Legacy Open	Legacy
Matt Nass	Elves	2014-09-28	Edison	9th	73462	Legacy Open	Legacy
Logan Mize	Omni-Tell	2014-09-28	Edison	10th	73426	Legacy Open	Legacy
Sam Roukas	Miracles	2014-09-28	Edison	11th	73460	Legacy Open	Legacy
Andrew Charlton	Death and Taxes	2014-09-28	Edison	12th	73467	Legacy Open	Legacy
Jonathan Morawski	Elves	2014-09-28	Edison	13th	73440	Legacy Open	Legacy
James Chang	Elves	2014-09-28	Edison	14th	73453	Legacy Open	Legacy
Brian Seipp	Miracles	2014-09-28	Edison	15th	73461	Legacy Open	Legacy
Alexander Finchler	Jund	2014-09-28	Edison	16th	73468	Legacy Open	Legacy
Chi Hoi Yim	U/W/R Miracles	2014-09-14	Atlanta	1st	72889	Legacy Open	Legacy
Brad Nelson	Infect	2014-09-14	Atlanta	2nd	72854	Legacy Open	Legacy
Todd Anderson	Infect	2014-09-14	Atlanta	3rd	72853	Legacy Open	Legacy
James Hess	Elves	2014-09-14	Atlanta	4th	72869	Legacy Open	Legacy
Byron King	Shardless BUG	2014-09-14	Atlanta	5th	72873	Legacy Open	Legacy
Feline Longmore	High Tide	2014-09-14	Atlanta	6th	72852	Legacy Open	Legacy
Matthew Webster	Infect	2014-09-14	Atlanta	7th	72868	Legacy Open	Legacy
Robert Wright	Mono-Red Burn	2014-09-14	Atlanta	8th	72870	Legacy Open	Legacy
Zack Wilson	Reanimator	2014-09-14	Atlanta	9th	72872	Legacy Open	Legacy
Jesse Inman	Reanimator	2014-09-14	Atlanta	10th	72884	Legacy Open	Legacy
Anthony Casella	U/R Delver	2014-09-14	Atlanta	11th	72891	Legacy Open	Legacy
Brendan Hagan	Elves	2014-09-14	Atlanta	12th	72883	Legacy Open	Legacy
Troy Lowry	Reanimator	2014-09-14	Atlanta	13th	72871	Legacy Open	Legacy
Zac Hicks	Charbelcher	2014-09-14	Atlanta	14th	72881	Legacy Open	Legacy
Kevin Donnelly	Merfolk	2014-09-14	Atlanta	15th	72880	Legacy Open	Legacy
Shane Remelt	U/W/R Miracles	2014-09-14	Atlanta	16th	72886	Legacy Open	Legacy
Steve Medanic	Elves	2014-09-07	St. Louis	1st	72577	Legacy Open	Legacy
Jamie Scheffer	Death and Taxes	2014-09-07	St. Louis	2nd	72571	Legacy Open	Legacy
Al Karabell	Esper Stoneblade	2014-09-07	St. Louis	3rd	72578	Legacy Open	Legacy
Andrew Kanallakan	Death And Taxes	2014-09-07	St. Louis	4th	72556	Legacy Open	Legacy
Noah Cohen	BUG Delver	2014-09-07	St. Louis	6th	72573	Legacy Open	Legacy
Elijah Bishop	Esper Deathblade	2014-09-07	St. Louis	7th	72576	Legacy Open	Legacy
Kevin Patterson	Lands	2014-09-07	St. Louis	13th	72575	Legacy Open	Legacy
Dan Musser	U/W/R Miracles	2014-08-31	Somerset	1st	72364	Legacy Open	Legacy
Ross Merriam	Elves	2014-08-31	Somerset	2nd	72356	Legacy Open	Legacy
Mike Derczo	Death And Taxes	2014-08-31	Somerset	3rd	72358	Legacy Open	Legacy
Jack Kitchen	Imperial Painter	2014-08-31	somerset	4th	72344	Legacy Open	Legacy
David Long	G/R Depths	2014-08-31	somerset	5th	72360	Legacy Open	Legacy
James Rynkiewicz	U/R Delver	2014-08-31	Somerset	6th	72354	Legacy Open	Legacy
Shaheen Soorani	Esper Stoneblade	2014-08-31	Somerset	7th	72368	Legacy Open	Legacy
Ty Fujimura	U/W/R Delver	2014-08-31	Somerset	8th	72370	Legacy Open	Legacy
Ryan Layman	Shardless BUG	2014-08-31	Somerset	9th	72372	Legacy Open	Legacy
Jonathan Suarez	Imperial Painter	2014-08-31	Somerset	10th	72373	Legacy Open	Legacy
Damon Whitby	Dredge	2014-08-31	Somerset	11th	72369	Legacy Open	Legacy
Tyler Olson	Elves	2014-08-31	Somerset	12th	72371	Legacy Open	Legacy
Chris Kvartek	Infect	2014-08-31	Somerset	13th	72365	Legacy Open	Legacy
Andrew Jessup	Elves	2014-08-31	Somerset	14th	72367	Legacy Open	Legacy
Fred Edelkamp	Bant Stoneblade	2014-08-31	Somerset	15th	72375	Legacy Open	Legacy
Shahar Shenhar	Death And Taxes	2014-08-31	somerset	16th	72342	Legacy Open	Legacy
Jake Mondello	Shardless BUG	2014-08-24	Washington	1st	72098	Legacy Open	Legacy
Jadine Klomparens	RUG Delver	2014-08-24	Washington	2nd	72100	Legacy Open	Legacy
Todd Anderson	Esper Deathblade	2014-08-24	Washington	3rd	72096	Legacy Open	Legacy
Paul Lynch	Bant Stoneblade	2014-08-24	Washington	4th	72101	Legacy Open	Legacy
Harold White	Metalworker	2014-08-24	Washington	5th	72081	Legacy Open	Legacy
Chris Jordan	Dredge	2014-08-24	Washington	6th	72082	Legacy Open	Legacy
Eric Copenhaver	Dredge	2014-08-24	Washington	7th	72095	Legacy Open	Legacy
Thomas Trovato	U/W/R Delver	2014-08-24	Washington	8th	72097	Legacy Open	Legacy
Brian Braun-Duin	Miracles	2014-08-24	Washington	9th	72111	Legacy Open	Legacy
Andrew Boswell	Sneak And Show	2014-08-24	Washington	10th	72113	Legacy Open	Legacy
Ben Burchett	Burn	2014-08-24	Washington	11th	72102	Legacy Open	Legacy
Romario Neto	Mono-Red Sneak Attack	2014-08-24	Washington	12th	72106	Legacy Open	Legacy
Sean Park	Imperial Painter	2014-08-24	Washington	13th	72112	Legacy Open	Legacy
Erik Smith	4-Color Deathblade	2014-08-24	Washington	14th	72105	Legacy Open	Legacy
Robert Birmingham	RUG Delver	2014-08-24	Washington	15th	72109	Legacy Open	Legacy
Seth Manfield	U/W/R Delver	2014-08-24	Washington	16th	72099	Legacy Open	Legacy
Sam Roukas	U/W Miracles	2014-08-10	Syracuse	1st	71442	Legacy Open	Legacy
Kale Thompson	RUG Delver	2014-08-10	Syracuse	2nd	71440	Legacy Open	Legacy
Jared Boettcher	U/W/R Delver	2014-08-10	Syracuse	3rd	71439	Legacy Open	Legacy
John Wiley	BUG Delver	2014-08-10	Syracuse	4th	71454	Legacy Open	Legacy
Theodore Jung	U/W/R Delver	2014-08-10	Syracuse	5th	71443	Legacy Open	Legacy
Dan Jordan	U/W/R Delver	2014-08-10	Syracuse	6th	71456	Legacy Open	Legacy
Andrew Tenjum	Shardless BUG	2014-08-10	Syracuse	7th	71446	Legacy Open	Legacy
Alex Johnson	Burn	2014-08-10	Syracuse	8th	71452	Legacy Open	Legacy
Terry Vanderwall	Mono-Red Sneak Attack	2014-08-10	Syracuse	9th	71441	Legacy Open	Legacy
Chris Scagnelli	Maverick	2014-08-10	Syracuse	10th	71463	Legacy Open	Legacy
Matt Hoey	RUG Delver	2014-08-10	Syracuse	11th	71453	Legacy Open	Legacy
Bryant Cook	Ad Nauseam	2014-08-10	Syracuse	12th	71460	Legacy Open	Legacy
Ed Demicco	Grixis Delver	2014-08-10	Syracuse	13th	71444	Legacy Open	Legacy
Feline Longmore	High Tide	2014-08-10	Syracuse	14th	71458	Legacy Open	Legacy
Rudy Briksza	Esper Deathblade	2014-08-10	Syracuse	15th	71450	Legacy Open	Legacy
Justin Mannix	Elves	2014-08-10	Syracuse	16th	71469	Legacy Open	Legacy
Shane Remelt	Miracles	2014-08-03	Dallas	1st	70894	Legacy Open	Legacy
Austin Williams	BUG Delver	2014-08-03	Dallas	2nd	70874	Legacy Open	Legacy
Noah Cohen	BUG Delver	2014-08-03	Dallas	3rd	70862	Legacy Open	Legacy
Matthew Hightower	Esper Stoneblade	2014-08-03	Dallas	4th	70898	Legacy Open	Legacy
Paul Hargrove	Dredge	2014-08-03	Dallas	5th	70881	Legacy Open	Legacy
Joe Lossett	U/W/R Miracles	2014-08-03	Dallas	6th	70861	Legacy Open	Legacy
Fang Ho	U/W/R Miracles	2014-08-03	Dallas	7th	70864	Legacy Open	Legacy
Edward Bonar	Ad Nauseam	2014-08-03	Dallas	8th	70878	Legacy Open	Legacy
Alex Khanin	12 Post	2014-08-03	Dallas	9th	70887	Legacy Open	Legacy
William Yowell	Merfolk	2014-08-03	Dallas	10th	70884	Legacy Open	Legacy
Brenden Lutzi	Sneak and Show	2014-08-03	Dallas	11th	70863	Legacy Open	Legacy
Samuel Sandling	Death And Taxes	2014-08-03	Dallas	12th	70888	Legacy Open	Legacy
Scott Lipp	Hypergenesis	2014-08-03	Dallas	13th	70892	Legacy Open	Legacy
Travis Brown	Death And Taxes	2014-08-03	Dallas	14th	70895	Legacy Open	Legacy
Kevin Donnelly	Merfolk	2014-08-03	Dallas	15th	70889	Legacy Open	Legacy
Tannon Grace	BUG Delver	2014-08-03	Dallas	16th	70896	Legacy Open	Legacy
Colin Logan	Death &amp; Taxes	2014-07-27	Kansas City	1st	70522	Legacy Open	Legacy
Matt Hoey	RUG Delver	2014-07-27	Kansas City	2nd	70510	Legacy Open	Legacy
Chris Allen	Omni-Tell	2014-07-27	Kansas City	3rd	70507	Legacy Open	Legacy
Brenden Estrada	BUG Delver	2014-07-27	Kansas City	4th	70503	Legacy Open	Legacy
Al Karabell	Esper Deathblade	2014-07-27	Kansas City	5th	70506	Legacy Open	Legacy
Thomas McLeod	Lands	2014-07-27	Kansas City	6th	70515	Legacy Open	Legacy
Brian Cooper	Burn	2014-07-27	Kansas City	7th	70523	Legacy Open	Legacy
Nathan Keathley	Jund	2014-07-27	Kansas City	8th	70524	Legacy Open	Legacy
Michael Cuevas	BUG Delver	2014-07-27	Kansas City	9th	70535	Legacy Open	Legacy
Jordan Poltrock	U/W/R Delver	2014-07-27	Kansas City	10th	70528	Legacy Open	Legacy
Donald Leigh	U/W/R Delver	2014-07-27	Kansas City	11th	70537	Legacy Open	Legacy
Eric Centauri	Esper Stoneblade	2014-07-27	Kansas City	12th	70554	Legacy Open	Legacy
Jared Lentz	B/U/G Delver	2014-07-27	Kansas City	13th	70553	Legacy Open	Legacy
Alex Daily	Lands	2014-07-27	Kansas City	14th	70526	Legacy Open	Legacy
Joni Bailey	Sneak n Show	2014-07-27	Kansas City	15th	70527	Legacy Open	Legacy
Nick Kennedy	Elves	2014-07-27	Kansas City	16th	70551	Legacy Open	Legacy
jacob medley	Show and Tell	2014-07-27	Kansas City	17th	70517	Legacy Open	Legacy
Brett Jansen	U/W/R Delver	2014-07-27	Kansas City	18th	70512	Legacy Open	Legacy
Nicholas Mueller	Merfolk	2014-07-27	Kansas City	20th	70508	Legacy Open	Legacy
Louie Sharp	Elves	2014-07-27	Kansas City	21st	70505	Legacy Open	Legacy
Andrew Swaney	Jund	2014-07-27	Kansas City	22nd	70511	Legacy Open	Legacy
Kevin Stanley	Burn	2014-07-27	Kansas City	23rd	70536	Legacy Open	Legacy
Corey Maginley	Sneak and Show	2014-07-27	Kansas City	25th	70533	Legacy Open	Legacy
Jordon Robbins	BUG Midrange	2014-07-27	Kansas City	27th	70531	Legacy Open	Legacy
Logan Martin	Burn	2014-07-27	Kansas City	29th	70525	Legacy Open	Legacy
Tony Dorsett	Infect	2014-07-27	Kansas City	30th	70544	Legacy Open	Legacy
Austen Burnside	Sneak and Show	2014-07-27	Kansas City	32nd	70542	Legacy Open	Legacy
Michael Thorington	BUG Delver	2014-07-27	Kansas City	33rd	70516	Legacy Open	Legacy
Alan Weil	Infect	2014-07-27	Kansas City	34th	70514	Legacy Open	Legacy
Darin Carr	Tin Fins	2014-07-27	Kansas City	41st	70534	Legacy Open	Legacy
Justin Easter	Burn	2014-07-27	Kansas City	44th	70529	Legacy Open	Legacy
Nathan Hall	Death and Taxes	2014-07-27	Kansas City	47th	70538	Legacy Open	Legacy
Michael Reed	R/U/G Delver	2014-07-27	Kansas City	50th	70540	Legacy Open	Legacy
Chris Wolfmeyer	Leylines	2014-07-27	Kansas City	90th	70494	Legacy Open	Legacy
Lloyd Kurth	Shardless BUG	2014-07-20	Baltimore	1st	70318	Legacy Open	Legacy
Dustin Shiles	Jund	2014-07-20	Baltimore	2nd	70316	Legacy Open	Legacy
Spencer Argenna	Deathblade	2014-07-20	Baltimore	3rd	70311	Legacy Open	Legacy
Andrew Boswell	Sneak and Show	2014-07-20	Baltimore	4th	70315	Legacy Open	Legacy
Dylan Donegan	RUG Delver	2014-07-20	Baltimore	5th	70326	Legacy Open	Legacy
Stephen Mann	BUG Delver	2014-07-20	Baltimore	6th	70303	Legacy Open	Legacy
Josh Rhoades	RUG Delver	2014-07-20	Baltimore	7th	70305	Legacy Open	Legacy
Jesse Crowley	RUG Delver	2014-07-20	Baltimore	8th	70306	Legacy Open	Legacy
Adam Van Fleet	Esper Deathblade	2014-07-20	Baltimore	9th	70325	Legacy Open	Legacy
Paul Lynch	Shardless BUG	2014-07-20	Baltimore	10th	70323	Legacy Open	Legacy
Michael Braverman	Shardless BUG	2014-07-20	Baltimore	11th	70344	Legacy Open	Legacy
Fred Edelkamp	U/B Reanimator	2014-07-20	Baltimore	12th	70343	Legacy Open	Legacy
Sam Pardee	Death and Taxes	2014-07-20	Baltimore	13th	70341	Legacy Open	Legacy
Bryant Cook	Storm	2014-07-20	Baltimore	14th	70310	Legacy Open	Legacy
Joe Jenkins	Jund	2014-07-20	Baltimore	15th	70322	Legacy Open	Legacy
Ed Womble	BUG Delver	2014-07-20	Baltimore	16th	70327	Legacy Open	Legacy
Dan Jordan	U/W/R Delver	2014-07-06	Worcester	1st	69787	Legacy Open	Legacy
Levi Teitz	U/W/R Delver	2014-07-06	Worcester	2nd	69786	Legacy Open	Legacy
Joshua Cicio	Shardless BUG	2014-07-06	Worcester	3rd	69795	Legacy Open	Legacy
Charlie MItchell	Burn	2014-07-06	Worcester	4th	69788	Legacy Open	Legacy
Joshua Edelstein	Loam Pox	2014-07-06	Worcester	5th	69791	Legacy Open	Legacy
Jesse Parnell	Belcher	2014-07-06	Worcester	6th	69796	Legacy Open	Legacy
JD Nir	Infect	2014-07-06	Worcester	7th	69797	Legacy Open	Legacy
Erik Smith	Esper Deathblade	2014-07-06	Worcester	8th	69794	Legacy Open	Legacy
Anderson Boone	BUG Delver	2014-07-06	Worcester	9th	69804	Legacy Open	Legacy
Ian Carle	Imperial Painter	2014-07-06	Worcester	10th	69798	Legacy Open	Legacy
Bryant Cook	Storm	2014-07-06	Worcester	11th	69800	Legacy Open	Legacy
Reid Duke	U/W/R Miracles	2014-07-06	Worcester	12th	69805	Legacy Open	Legacy
Nick Wilbur	Reanimator	2014-07-06	Worcester	13th	69802	Legacy Open	Legacy
Kevin Jones	Shardless BUG	2014-07-06	Worcester	14th	69801	Legacy Open	Legacy
Matthew Chambers	BUG Delver	2014-07-06	Worcester	15th	69799	Legacy Open	Legacy
Ben Hatch	Shardless BUG	2014-07-06	Worcester	16th	69803	Legacy Open	Legacy
Zachary Turgeon	Mono-Red Moggcatcher	2014-07-06	Worcester	22nd	69789	Legacy Open	Legacy
James Nguyen	Shardless Bug	2014-06-29	Portland	1st	69450	Legacy Open	Legacy
Michael Swailes	U/W/R Miracles	2014-06-29	Portland	2nd	69453	Legacy Open	Legacy
Brad Rutherford	Sneak and Show	2014-06-29	Portland	3rd	69457	Legacy Open	Legacy
Neil Henly	U/W/R Delver	2014-06-29	Portland	4th	69468	Legacy Open	Legacy
Zachary Murray	Jund	2014-06-29	Portland	5th	69460	Legacy Open	Legacy
Christopher Wessel	Elves	2014-06-29	Portland	6th	69454	Legacy Open	Legacy
John Torrez	All Spells	2014-06-29	Portland	7th	69452	Legacy Open	Legacy
Marc Mayer	BUG Control	2014-06-29	Portland	8th	69470	Legacy Open	Legacy
Forrest Ashmore	Burn	2014-06-29	Portland	9th	69455	Legacy Open	Legacy
Jonathan Clarke	Manaless Dredge	2014-06-29	Portland	10th	69469	Legacy Open	Legacy
Jonathan Hu	RUG Delver	2014-06-29	Portland	11th	69461	Legacy Open	Legacy
Nicholas Jhirad	Death and Taxes	2014-06-29	Portland	12th	69463	Legacy Open	Legacy
Jeremy Garfinkel	Sneak and Show	2014-06-29	Portland	13th	69466	Legacy Open	Legacy
Ryan Wilson	RUG Delver	2014-06-29	Portland	14th	69462	Legacy Open	Legacy
Frank Stanley	Esper Deathblade	2014-06-29	Portland	15th	69456	Legacy Open	Legacy
Justin Deal	Metalworker	2014-06-29	Portland	16th	69464	Legacy Open	Legacy
Grady Cameron	"Zom"Bardment	2014-06-29	Portland	77th	69449	Legacy Open	Legacy
Bryan Cambidge	Burn	2014-06-22	Las Vegas	1st	69131	Legacy Open	Legacy
William Lo	U/W Miracles	2014-06-22	Las Vegas	2nd	69145	Legacy Open	Legacy
Brandon Smith	Elves	2014-06-22	Las Vegas	3rd	69137	Legacy Open	Legacy
Ian Anderson	Elves	2014-06-22	Las Vegas	4th	69146	Legacy Open	Legacy
Andrew Murch	U/W/R Delver	2014-06-22	Las Vegas	5th	69132	Legacy Open	Legacy
Sonny Aparicio	Belcher	2014-06-22	Las Vegas	6th	69138	Legacy Open	Legacy
Scott Alter	Elves	2014-06-22	Las Vegas	7th	69135	Legacy Open	Legacy
